user_id	title_id	user_rating
26	tt0095335	2
26	tt0098182	6
26	tt0098657	5
26	tt0096871	7
27	tt0096797	6
27	tt0097506	10
27	tt0068494	2
27	tt0102621	2
27	tt0101894	1
27	tt0096035	2
27	tt0096864	9
27	tt0099012	1
27	tt0098981	9
27	tt0096500	9
28	tt0102337	4
28	tt0096752	4
28	tt0095674	4
28	tt0098994	8
28	tt0096875	1
28	tt0098989	10
28	tt0101836	2
28	tt0098429	7
28	tt0099851	10
28	tt0099096	9
29	tt0095469	10
29	tt0097849	8
29	tt0097851	6
29	tt0088656	4
29	tt0095831	1
29	tt0101750	4
29	tt0100753	8
29	tt0094926	9
29	tt0099058	5
29	tt0098991	6
30	tt0102379	1
30	tt0094857	4
30	tt0101274	6
30	tt0102925	1
30	tt0081008	7
30	tt0097218	10
30	tt0095783	5
30	tt0098970	1
30	tt0099530	3
30	tt0099014	7
31	tt0099019	10
31	tt0092589	7
31	tt0097910	10
31	tt0098139	2
31	tt0097204	4
31	tt0097140	10
31	tt0095111	10
31	tt0099012	6
31	tt0098985	6
31	tt0102769	8
32	tt0102502	5
32	tt0100406	9
32	tt0102786	3
32	tt0098987	10
32	tt0099370	4
32	tt0099029	10
32	tt0080039	6
32	tt0096780	9
32	tt0103145	8
32	tt0097979	5
33	tt0065188	3
33	tt0099060	4
33	tt0097129	3
33	tt0084551	7
33	tt0099745	7
33	tt0096858	10
33	tt0099006	5
33	tt0097318	10
33	tt0096845	10
33	tt0098658	1
34	tt0096859	10
34	tt0100718	6
34	tt0099158	8
34	tt0099018	7
34	tt0100948	9
34	tt0100900	4
34	tt0099027	3
34	tt0097644	10
34	tt0101894	7
34	tt0099217	1
35	tt0098963	2
35	tt0097259	8
35	tt0096781	5
35	tt0093989	5
35	tt0097346	9
35	tt0098426	9
35	tt0097559	8
35	tt0097106	8
35	tt0098959	3
35	tt0097979	1
36	tt0100724	10
36	tt0094376	7
36	tt0102857	7
36	tt0095661	6
36	tt0097505	3
36	tt0097436	3
36	tt0099007	6
36	tt0099014	8
36	tt0101894	4
36	tt0102786	8
37	tt0101840	2
37	tt0094808	6
37	tt0096864	6
37	tt0100370	9
37	tt0099370	10
37	tt0098553	1
37	tt0096513	1
37	tt0096877	5
37	tt0101750	10
37	tt0097912	7
38	tt0097066	4
38	tt0097984	4
38	tt0098267	3
38	tt0097775	8
38	tt0098972	5
38	tt0100492	9
38	tt0097204	9
38	tt0096797	2
38	tt0098531	10
38	tt0099835	10
39	tt0065188	7
39	tt0096811	8
39	tt0089043	2
39	tt0098966	1
39	tt0098980	7
39	tt0102281	8
39	tt0097571	4
39	tt0097765	8
39	tt0099014	6
39	tt0088657	5
40	tt0073481	4
40	tt0096177	3
40	tt0100770	8
40	tt0095201	6
40	tt0097550	7
40	tt0098985	1
40	tt0099033	4
40	tt0099992	1
40	tt0101972	6
40	tt0096992	4
41	tt0099661	6
41	tt0100406	4
41	tt0098172	9
41	tt0101179	9
41	tt0097910	8
41	tt0098978	8
41	tt0102276	1
41	tt0097875	6
41	tt0096513	1
41	tt0100439	7
42	tt0101835	1
42	tt0094666	2
42	tt0094390	9
42	tt0098199	5
42	tt0098959	8
42	tt0093989	9
42	tt0099031	7
42	tt0088656	6
42	tt0102621	9
42	tt0094609	6
43	tt0096781	3
43	tt0098975	10
43	tt0099006	2
43	tt0099032	9
43	tt0097176	10
43	tt0098256	1
43	tt0097968	5
43	tt0098963	2
43	tt0101838	7
43	tt0099035	6
44	tt0070501	5
44	tt0000929	7
44	tt0101836	2
44	tt0101971	5
44	tt0097912	7
44	tt0097655	9
44	tt0059900	10
44	tt0073481	9
44	tt0097399	4
44	tt0101840	6
45	tt0095450	4
45	tt0095571	2
45	tt0094004	8
45	tt0097775	4
45	tt0097738	5
45	tt0097910	8
45	tt0096845	1
45	tt0095672	8
45	tt0101274	6
45	tt0102416	8
46	tt0081008	8
46	tt0097436	2
46	tt0094841	8
46	tt0100482	8
46	tt0103149	7
46	tt0081721	10
46	tt0102276	4
46	tt0099038	3
46	tt0094857	6
46	tt0096174	9
47	tt0096763	5
47	tt0095745	9
47	tt0098989	7
47	tt0102786	2
47	tt0098392	10
47	tt0102416	6
47	tt0097519	9
47	tt0084015	7
47	tt0099158	6
47	tt0100316	7
48	tt0099058	5
48	tt0097775	9
48	tt0102276	5
48	tt0097324	4
48	tt0095335	5
48	tt0095671	2
48	tt0097697	7
48	tt0096837	6
48	tt0096781	8
48	tt0096154	5
49	tt0101840	3
49	tt0101894	10
49	tt0097280	6
49	tt0097783	4
49	tt0097122	1
49	tt0102012	9
49	tt0098978	1
49	tt0097619	8
49	tt0099992	8
49	tt0099009	10
50	tt0098377	5
50	tt0098063	6
50	tt0097802	3
50	tt0102378	1
50	tt0099032	3
50	tt0102925	3
50	tt0096405	10
50	tt0098992	9
50	tt0099158	8
50	tt0100755	9
51	tt0097176	4
51	tt0102925	4
51	tt0096838	3
51	tt0097666	9
51	tt0099383	4
51	tt0100718	3
51	tt0097505	7
51	tt0097571	5
51	tt0097775	2
51	tt0098063	9
52	tt0101836	5
52	tt0099745	4
52	tt0098139	5
52	tt0096883	4
52	tt0094390	8
52	tt0098199	3
52	tt0097566	10
52	tt0096469	2
52	tt0098975	10
52	tt0100474	6
53	tt0099835	1
53	tt0097362	2
53	tt0097884	6
53	tt0099008	1
53	tt0096177	5
53	tt0099001	9
53	tt0095840	4
53	tt0102644	5
53	tt0097399	5
53	tt0100750	10
54	tt0098139	2
54	tt0098996	7
54	tt0097803	4
54	tt0101480	2
54	tt0098172	1
54	tt0099542	8
54	tt0091490	4
54	tt0098920	1
54	tt0088656	1
54	tt0095783	2
55	tt0103020	9
55	tt0099005	5
55	tt0095745	1
55	tt0099004	5
55	tt0100751	5
55	tt0093081	8
55	tt0097558	10
55	tt0098429	8
55	tt0098172	9
55	tt0098486	1
56	tt0100754	1
56	tt0095469	8
56	tt0101915	5
56	tt0097775	6
56	tt0103051	4
56	tt0099017	4
56	tt0097631	1
56	tt0096984	10
56	tt0082891	7
56	tt0070501	1
57	tt0097550	8
57	tt0098963	7
57	tt0100710	8
57	tt0098584	10
57	tt0099580	4
57	tt0099058	6
57	tt0098426	8
57	tt0097984	6
57	tt0077432	1
57	tt0098256	1
58	tt0098977	1
58	tt0097550	1
58	tt0095671	5
58	tt0099811	6
58	tt0098429	3
58	tt0099005	8
58	tt0065188	7
58	tt0094688	5
58	tt0098542	7
58	tt0094857	4
59	tt0094997	8
59	tt0093646	3
59	tt0082473	6
59	tt0098980	3
59	tt0097666	9
59	tt0100754	8
59	tt0100370	6
59	tt0099032	10
59	tt0068494	6
59	tt0096177	1
60	tt0097451	4
60	tt0097720	6
60	tt0090785	7
60	tt0094390	2
60	tt0095006	10
60	tt0098294	6
60	tt0097775	2
60	tt0100316	8
60	tt0096858	10
60	tt0097783	8
61	tt0100439	8
61	tt0038086	10
61	tt0098050	5
61	tt0096397	7
61	tt0099744	1
61	tt0096910	7
61	tt0090144	7
61	tt0100754	1
61	tt0098588	10
61	tt0099011	6
62	tt0100406	1
62	tt0096883	6
62	tt0099023	2
62	tt0097259	2
62	tt0101729	8
62	tt0096135	8
62	tt0096775	1
62	tt0099034	6
62	tt0097585	1
62	tt0098372	10
63	tt0096025	7
63	tt0097339	9
63	tt0097405	2
63	tt0097666	5
63	tt0100439	1
63	tt0081008	6
63	tt0098422	4
63	tt0099028	6
63	tt0097298	4
63	tt0097833	1
64	tt0097783	7
64	tt0096954	6
64	tt0096984	2
64	tt0099971	3
64	tt0090665	5
64	tt0098965	10
64	tt0067460	1
64	tt0096469	5
64	tt0097853	6
64	tt0098426	2
65	tt0081008	8
65	tt0094874	9
65	tt0101274	4
65	tt0101443	8
65	tt0094857	7
65	tt0102416	1
65	tt0098989	4
65	tt0098050	10
65	tt0098431	3
65	tt0084447	5
66	tt0096763	2
66	tt0098963	6
66	tt0101271	2
66	tt0097743	6
66	tt0102255	1
66	tt0098244	2
66	tt0101274	1
66	tt0100255	1
66	tt0096038	7
66	tt0097979	4
67	tt0090144	3
67	tt0015414	3
67	tt0099018	10
67	tt0099661	6
67	tt0098488	2
67	tt0097968	9
67	tt0099039	4
67	tt0100751	5
67	tt0095672	5
67	tt0100580	5
68	tt0102416	9
68	tt0099058	10
68	tt0099060	1
68	tt0093099	8
68	tt0103053	5
68	tt0096254	8
68	tt0083837	2
68	tt0096860	8
68	tt0097925	7
68	tt0097559	1
69	tt0095673	8
69	tt0098043	10
69	tt0101836	7
69	tt0099034	8
69	tt0096763	3
69	tt0102474	5
69	tt0099102	10
69	tt0101095	4
69	tt0097550	1
69	tt0100642	8
70	tt0102501	10
70	tt0095095	7
70	tt0097655	6
70	tt0097475	4
70	tt0099033	2
70	tt0097558	4
70	tt0090780	5
70	tt0097893	7
70	tt0097129	1
70	tt0096858	10
71	tt0101840	1
71	tt0099038	10
71	tt0099279	7
71	tt0097106	1
71	tt0099019	2
71	tt0095335	8
71	tt0100751	3
71	tt0098920	3
71	tt0084638	8
71	tt0099013	5
72	tt0098962	3
72	tt0095147	6
72	tt0101750	9
72	tt0096883	9
72	tt0101840	1
72	tt0092024	5
72	tt0103053	6
72	tt0097362	10
72	tt0097436	1
72	tt0095229	9
73	tt0095450	4
73	tt0100316	6
73	tt0096469	5
73	tt0101358	3
73	tt0097246	2
73	tt0093508	8
73	tt0099017	10
73	tt0084870	7
73	tt0098211	4
73	tt0099661	10
74	tt0088657	3
74	tt0098004	10
74	tt0098606	4
74	tt0100406	3
74	tt0097928	6
74	tt0095840	4
74	tt0098978	1
74	tt0094857	4
74	tt0098656	6
74	tt0098030	8
75	tt0088267	6
75	tt0096825	4
75	tt0099139	1
75	tt0097280	9
75	tt0102856	10
75	tt0099027	4
75	tt0097057	7
75	tt0101836	5
75	tt0095661	1
75	tt0101838	7
76	tt0097738	6
76	tt0097479	3
76	tt0097066	9
76	tt0096222	10
76	tt0097106	9
76	tt0096786	5
76	tt0098588	1
76	tt0094900	4
76	tt0097298	10
76	tt0097535	2
77	tt0097893	9
77	tt0102012	2
77	tt0094841	1
77	tt0094666	3
77	tt0101894	5
77	tt0096877	5
77	tt0095783	9
77	tt0095661	4
77	tt0092024	7
77	tt0097803	6
78	tt0070501	2
78	tt0102111	6
78	tt0098318	5
78	tt0096500	2
78	tt0095761	4
78	tt0096345	9
78	tt0098267	2
78	tt0102281	10
78	tt0098980	1
78	tt0100316	6
79	tt0101915	8
79	tt0092024	2
79	tt0099952	6
79	tt0096871	1
79	tt0097984	10
79	tt0098199	8
79	tt0100316	7
79	tt0100406	6
79	tt0059900	10
79	tt0096858	5
80	tt0099027	5
80	tt0101837	4
80	tt0098256	7
80	tt0100754	2
80	tt0097519	3
80	tt0097057	7
80	tt0098405	2
80	tt0098139	10
80	tt0099058	9
80	tt0098978	5
81	tt0096154	9
81	tt0097863	4
81	tt0000929	7
81	tt0098963	9
81	tt0098974	5
81	tt0082473	4
81	tt0096513	8
81	tt0096469	9
81	tt0095450	3
81	tt0102502	7
82	tt0099004	8
82	tt0099279	10
82	tt0081436	1
82	tt0101271	2
82	tt0099102	9
82	tt0099147	1
82	tt0098975	9
82	tt0098392	3
82	tt0097912	10
82	tt0099034	9
83	tt0098532	10
83	tt0102255	5
83	tt0088657	7
83	tt0096362	9
83	tt0098429	10
83	tt0097115	8
83	tt0099014	5
83	tt0098997	1
83	tt0099102	10
83	tt0068494	3
84	tt0098256	8
84	tt0100155	4
84	tt0103145	7
84	tt0093508	4
84	tt0097509	5
84	tt0099383	1
84	tt0103051	1
84	tt0097079	9
84	tt0100754	7
84	tt0098990	10
85	tt0000977	3
85	tt0098963	9
85	tt0099580	5
85	tt0096090	6
85	tt0098965	1
85	tt0103050	10
85	tt0099115	3
85	tt0092589	9
85	tt0097720	4
85	tt0098422	4
86	tt0097516	6
86	tt0096405	8
86	tt0097129	1
86	tt0096752	4
86	tt0096254	8
86	tt0097968	9
86	tt0098392	2
86	tt0097310	5
86	tt0098429	10
86	tt0098030	9
87	tt0082891	10
87	tt0100474	7
87	tt0093061	7
87	tt0096363	3
87	tt0100748	7
87	tt0099026	5
87	tt0097912	1
87	tt0101655	4
87	tt0094841	9
87	tt0097743	7
88	tt0100216	8
88	tt0094666	8
88	tt0101838	5
88	tt0084870	10
88	tt0096177	5
88	tt0080039	3
88	tt0040844	8
88	tt0099000	8
88	tt0098514	5
88	tt0099007	1
89	tt0097849	2
89	tt0097697	3
89	tt0095201	8
89	tt0098981	7
89	tt0099005	6
89	tt0102111	10
89	tt0096090	2
89	tt0099744	10
89	tt0098070	10
89	tt0097542	10
90	tt0099542	5
90	tt0097726	4
90	tt0100316	3
90	tt0097875	2
90	tt0100751	9
90	tt0099004	7
90	tt0096817	1
90	tt0100664	3
90	tt0098064	8
90	tt0097743	1
91	tt0100474	8
91	tt0096837	9
91	tt0098532	6
91	tt0093572	10
91	tt0098294	4
91	tt0098199	9
91	tt0073481	6
91	tt0095290	10
91	tt0098043	2
91	tt0094688	7
92	tt0098514	9
92	tt0098372	8
92	tt0097910	8
92	tt0103071	10
92	tt0098994	4
92	tt0097979	4
92	tt0103054	7
92	tt0097666	4
92	tt0081436	3
92	tt0096767	6
93	tt0099526	3
93	tt0098532	9
93	tt0101443	2
93	tt0092589	3
93	tt0103049	4
93	tt0098050	5
93	tt0097851	5
93	tt0096035	7
93	tt0096075	8
93	tt0068494	6
94	tt0102474	9
94	tt0098634	6
94	tt0100753	7
94	tt0097855	8
94	tt0099102	9
94	tt0098979	3
94	tt0097894	3
94	tt0097919	2
94	tt0097979	6
94	tt0099542	1
95	tt0098182	2
95	tt0096859	8
95	tt0097394	6
95	tt0098656	10
95	tt0059900	5
95	tt0097738	2
95	tt0096346	4
95	tt0097855	3
95	tt0098576	7
95	tt0100482	5
96	tt0084015	10
96	tt0099383	10
96	tt0097631	6
96	tt0098077	1
96	tt0099011	1
96	tt0097550	10
96	tt0097246	8
96	tt0098988	2
96	tt0098172	4
96	tt0098144	7
97	tt0099096	4
97	tt0095673	8
97	tt0101655	7
97	tt0096858	6
97	tt0098989	1
97	tt0095840	8
97	tt0100748	5
97	tt0097516	9
97	tt0102786	2
97	tt0103062	4
98	tt0098985	3
98	tt0097559	8
98	tt0097506	4
98	tt0092926	10
98	tt0096992	7
98	tt0101972	3
98	tt0096859	2
98	tt0099024	10
98	tt0096984	10
98	tt0097949	9
99	tt0099115	5
99	tt0097246	3
99	tt0034841	6
99	tt0098531	3
99	tt0097559	5
99	tt0077432	10
99	tt0097280	2
99	tt0099017	1
99	tt0098975	3
99	tt0084447	10
100	tt0098318	3
100	tt0096135	4
100	tt0101915	4
100	tt0098987	8
100	tt0091899	5
100	tt0096859	2
100	tt0097802	9
100	tt0098986	2
100	tt0097346	7
100	tt0102012	2
