title_id	ordering	name_id	job_category	job
tt0081721	2	nm0678113	actress	\N
tt0081721	3	nm0286612	actor	\N
tt0081721	4	nm0459325	actor	\N
tt0081721	5	nm0747808	director	\N
tt0081721	6	nm0218362	producer	producer
tt0081721	7	nm0396386	composer	\N
tt0081721	8	nm0693730	cinematographer	\N
tt0081721	9	nm0181024	editor	\N
tt0082473	1	nm0164950	actor	\N
tt0082473	2	nm0044011	actress	\N
tt0082473	3	nm0347858	self	\N
tt0082473	4	nm0143426	director	\N
tt0082473	5	nm0724255	writer	written by
tt0082473	6	nm0637280	producer	producer
tt0082473	7	nm0938101	cinematographer	\N
tt0082473	8	nm0403174	editor	\N
tt0082891	1	nm1362494	actor	\N
tt0082891	2	nm1276357	actress	\N
tt0082891	3	nm2236469	actor	\N
tt0082891	4	nm2236018	actor	\N
tt0082891	5	nm0000382	director	\N
tt0083837	1	nm0523800	writer	\N
tt0084015	10	nm0238011	cinematographer	\N
tt0084015	1	nm0601374	actor	\N
tt0084015	2	nm0393702	actress	\N
tt0084015	3	nm0393222	actor	\N
tt0084015	4	nm0863154	actress	\N
tt0084015	5	nm0160246	director	\N
tt0084015	6	nm0767391	director	\N
tt0084015	7	nm2384991	writer	\N
tt0084015	8	nm2392328	composer	\N
tt0084015	9	nm2169439	composer	\N
tt0084447	1	nm0292058	actor	\N
tt0084447	2	nm7896911	actor	\N
tt0084447	3	nm0146945	actress	\N
tt0084447	4	nm0203219	actress	\N
tt0084447	5	nm0000382	director	\N
tt0084447	6	nm0737962	composer	\N
tt0084447	7	nm0582650	cinematographer	\N
tt0084447	8	nm2235804	actor	\N
tt0084447	9	nm1558060	actor	\N
tt0084551	10	nm2649060	cinematographer	\N
tt0084551	1	nm0156522	actress	\N
tt0084551	2	nm0943138	actor	\N
tt0084551	3	nm0155599	actor	\N
tt0084551	4	nm0490614	actor	\N
tt0084551	5	nm0152049	director	\N
tt0084551	6	nm4184369	writer	screenplay
tt0084551	7	nm4894011	writer	screenplay
tt0084551	8	nm1852162	writer	screenplay
tt0084551	9	nm0482697	composer	\N
tt0084638	10	nm0630113	self	\N
tt0084638	1	nm0912238	archive_footage	\N
tt0084638	2	nm0129816	self	\N
tt0084638	3	nm0320091	self	\N
tt0084638	4	nm0001396	self	\N
tt0084638	5	nm0577263	director	\N
tt0084638	6	nm0447882	self	\N
tt0084638	7	nm0006168	archive_footage	\N
tt0084638	8	nm0538922	self	\N
tt0084638	9	nm0607316	self	\N
tt0084870	1	nm0210701	self	\N
tt0084870	2	nm2578362	self	\N
tt0084870	3	nm0246822	actor	\N
tt0084870	4	nm0535166	actress	\N
tt0084870	5	nm0078760	writer	dialogue
tt0084870	6	nm0740650	cinematographer	\N
tt0084870	7	nm0347263	editor	\N
tt0087306	1	nm0653458	director	\N
tt0088267	10	nm0438071	actor	\N
tt0088267	1	nm0482580	actor	\N
tt0088267	2	nm0939153	actress	\N
tt0088267	3	nm0793008	actor	\N
tt0088267	4	nm0939065	actor	\N
tt0088267	5	nm0948151	director	\N
tt0088267	6	nm1292716	writer	\N
tt0088267	7	nm2448825	producer	producer
tt0088267	8	nm0155713	editor	\N
tt0088267	9	nm0938893	actor	\N
tt0088283	10	nm0812320	cinematographer	\N
tt0088283	1	nm0296260	actor	\N
tt0088283	2	nm0726258	actor	\N
tt0088283	3	nm0459031	actor	\N
tt0088283	4	nm0089760	actress	\N
tt0088283	5	nm0353436	director	\N
tt0088283	6	nm0030676	writer	written by
tt0088283	7	nm0331498	writer	story editor
tt0088283	8	nm0123981	producer	producer
tt0088283	9	nm0042259	composer	\N
tt0088656	10	nm0463595	producer	producer
tt0088656	1	nm0866697	actress	\N
tt0088656	2	nm0492496	actress	\N
tt0088656	3	nm0960690	actress	\N
tt0088656	4	nm0299192	actor	\N
tt0088656	5	nm0407479	director	\N
tt0088656	6	nm0632726	director	\N
tt0088656	7	nm0014556	writer	screenplay
tt0088656	8	nm0840697	writer	story
tt0088656	9	nm0847638	writer	story
tt0088657	10	nm0463595	producer	producer
tt0088657	1	nm0299192	actor	\N
tt0088657	2	nm0376316	actor	\N
tt0088657	3	nm0603105	actor	\N
tt0088657	4	nm0559640	actress	\N
tt0088657	5	nm0407479	director	\N
tt0088657	6	nm0632726	director	\N
tt0088657	7	nm0014556	writer	screenplay
tt0088657	8	nm0840697	writer	story
tt0088657	9	nm0847638	writer	story
tt0089043	1	nm0095755	director	\N
tt0090000	1	nm0338394	actress	\N
tt0090000	2	nm0948698	actor	\N
tt0090000	3	nm0598535	actress	\N
tt0090000	4	nm1709207	director	\N
tt0090000	5	nm0328221	producer	producer
tt0090000	6	nm0558293	cinematographer	\N
tt0090144	1	nm0265853	actor	\N
tt0090144	2	nm10165788	self	\N
tt0090665	10	nm0123396	producer	producer
tt0090665	1	nm0099277	actor	\N
tt0090665	2	nm0012399	actor	\N
tt0090665	3	nm0069871	actress	\N
tt0090665	4	nm0238091	actor	\N
tt0090665	5	nm0099276	director	\N
tt0090665	6	nm0100525	writer	\N
tt0090665	7	nm0420017	writer	dialogue
tt0090665	8	nm0502507	writer	\N
tt0090665	9	nm0041039	producer	producer
tt0090780	10	nm0748429	writer	teleplay
tt0090780	1	nm0191906	actor	\N
tt0090780	2	nm0071818	actor	\N
tt0090780	3	nm0137627	actress	\N
tt0090780	4	nm0000347	actor	\N
tt0090780	5	nm0355703	director	\N
tt0090780	6	nm0461298	director	\N
tt0090780	7	nm5890366	director	\N
tt0090780	8	nm4481722	writer	creator
tt0090780	9	nm0504327	writer	teleplay
tt0090785	10	nm0255860	production_designer	\N
tt0090785	1	nm0371824	actor	\N
tt0090785	2	nm0050482	actor	\N
tt0090785	3	nm0292420	actor	\N
tt0090785	4	nm0452352	actor	\N
tt0090785	5	nm0382956	director	\N
tt0090785	6	nm0421256	writer	written by
tt0090785	7	nm0019908	composer	\N
tt0090785	8	nm0801005	cinematographer	\N
tt0090785	9	nm0699114	editor	\N
tt0090869	1	nm0821564	actor	\N
tt0090869	2	nm0874252	actor	\N
tt0090869	3	nm2426375	actor	\N
tt0090869	4	nm0759757	actor	\N
tt0090869	5	nm0173065	director	\N
tt0090869	6	nm2419918	writer	\N
tt0090869	7	nm1648673	writer	\N
tt0090869	8	nm2139781	composer	\N
tt0090869	9	nm2425907	editor	\N
tt0091490	1	nm1293725	self	\N
tt0091490	2	nm0599806	self	\N
tt0091490	3	nm2616328	self	\N
tt0091490	4	nm0014411	director	\N
tt0091899	10	nm1024700	cinematographer	\N
tt0091899	1	nm0069683	actress	\N
tt0091899	2	nm0135629	actor	\N
tt0091899	3	nm0537345	actor	\N
tt0091899	4	nm0263083	actress	\N
tt0091899	5	nm0136642	director	\N
tt0091899	6	nm0524521	writer	\N
tt0091899	7	nm1911366	producer	producer
tt0091899	8	nm0575381	composer	\N
tt0091899	9	nm0763444	composer	\N
tt0092024	10	nm0122214	production_designer	\N
tt0092024	1	nm0601377	actor	\N
tt0092024	2	nm0893941	actress	\N
tt0092024	3	nm0891892	actress	\N
tt0092024	4	nm0385860	actor	\N
tt0092024	5	nm0002797	director	\N
tt0092024	6	nm0260358	producer	producer
tt0092024	7	nm0407076	composer	\N
tt0092024	8	nm0013761	cinematographer	\N
tt0092024	9	nm0084613	editor	\N
tt0092507	10	nm0311677	actress	\N
tt0092507	1	nm0482320	actor	\N
tt0092507	2	nm0788152	actor	\N
tt0092507	3	nm11868367	actor	\N
tt0092507	4	nm0025618	actor	\N
tt0092507	5	nm0698184	director	\N
tt0092507	6	nm0845785	writer	screenplay
tt0092507	7	nm2088678	producer	producer
tt0092507	8	nm1019477	cinematographer	\N
tt0092507	9	nm0474870	cinematographer	\N
tt0092589	10	nm0202317	editor	\N
tt0092589	1	nm0321557	actress	\N
tt0092589	2	nm0391218	actor	\N
tt0092589	3	nm0860651	actor	\N
tt0092589	4	nm0791829	actor	\N
tt0092589	5	nm0434854	director	\N
tt0092589	6	nm0853339	producer	producer
tt0092589	7	nm0881673	composer	\N
tt0092589	8	nm0237170	cinematographer	\N
tt0092589	9	nm0273113	cinematographer	\N
tt0092926	1	nm0573712	actor	\N
tt0092926	2	nm0573708	actor	\N
tt0092926	3	nm2439686	actor	\N
tt0092926	4	nm3961708	actor	\N
tt0092926	5	nm0927475	director	\N
tt0092926	6	nm0125215	composer	\N
tt0092926	7	nm3961818	composer	\N
tt0092926	8	nm0242466	cinematographer	director of photography
tt0092984	10	nm0302694	production_designer	\N
tt0092984	1	nm0654843	actor	\N
tt0092984	2	nm0174290	actor	\N
tt0092984	3	nm0713999	actor	\N
tt0092984	4	nm0953623	actress	\N
tt0092984	5	nm0654839	director	\N
tt0092984	6	nm0143107	producer	producer
tt0092984	7	nm0305862	composer	\N
tt0092984	8	nm0558293	cinematographer	\N
tt0092984	9	nm0737932	editor	\N
tt0093061	1	nm0338598	director	\N
tt0093061	2	nm0877175	producer	producer
tt0093061	3	nm0276279	composer	\N
tt0093061	4	nm0276281	composer	\N
tt0093061	5	nm0356962	cinematographer	\N
tt0093061	6	nm0365948	editor	\N
tt0093081	1	nm0343276	director	\N
tt0093081	2	nm0591036	cinematographer	\N
tt0093099	1	nm0732550	self	\N
tt0093099	2	nm0520485	director	\N
tt0093099	3	nm0612455	producer	producer
tt0093099	4	nm0715428	cinematographer	\N
tt0093099	5	nm0725725	cinematographer	\N
tt0093099	6	nm2766240	cinematographer	\N
tt0093099	7	nm0819862	cinematographer	\N
tt0093099	8	nm0257855	editor	\N
tt0093099	9	nm0942647	production_designer	\N
tt0093210	10	nm0621551	actress	\N
tt0093210	1	nm0006842	actor	\N
tt0093210	2	nm0274713	actress	\N
tt0093210	3	nm0622179	actor	\N
tt0093210	4	nm0745495	actor	\N
tt0093210	5	nm0244471	director	\N
tt0093210	6	nm0972819	writer	story
tt0093210	7	nm0033517	composer	\N
tt0093210	8	nm0749694	cinematographer	\N
tt0093210	9	nm0306187	editor	\N
tt0093211	1	nm2032474	actor	\N
tt0093211	2	nm0285970	actor	\N
tt0093211	3	nm2027528	actress	\N
tt0093211	4	nm0366594	director	\N
tt0093211	5	nm0713818	cinematographer	\N
tt0093211	6	nm0343149	editor	\N
tt0093309	10	nm0150971	editor	\N
tt0093309	1	nm0482580	actor	\N
tt0093309	2	nm0157785	actor	\N
tt0093309	3	nm0939309	actor	\N
tt0093309	4	nm0628731	actress	\N
tt0093309	5	nm0490487	director	\N
tt0093309	6	nm5071994	writer	screenplay
tt0093309	7	nm5071242	producer	producer
tt0093309	8	nm0399065	producer	producer
tt0093309	9	nm0150888	composer	\N
tt0093508	10	nm0600120	actor	\N
tt0093508	1	nm0596757	actress	\N
tt0093508	2	nm0839955	actor	\N
tt0093508	3	nm0673822	actor	\N
tt0093508	4	nm0127923	actress	\N
tt0093508	5	nm0063181	director	\N
tt0093508	6	nm0900292	composer	\N
tt0093508	7	nm0348873	cinematographer	\N
tt0093508	8	nm0785565	actress	\N
tt0093508	9	nm0109131	actor	\N
tt0093572	10	nm15000143	editor	\N
tt0093572	1	nm0001789	archive_footage	\N
tt0093572	2	nm0346096	archive_footage	\N
tt0093572	3	nm0812546	actor	\N
tt0093572	4	nm0122972	cinematographer	\N
tt0093572	5	nm0469945	cinematographer	\N
tt0093572	6	nm0619672	cinematographer	\N
tt0093572	7	nm0069460	editor	\N
tt0093572	8	nm0270828	editor	\N
tt0093572	9	nm0783978	editor	\N
tt0093646	10	nm0661081	editor	\N
tt0093646	1	nm0631741	actor	\N
tt0093646	2	nm0798071	actress	\N
tt0093646	3	nm0750234	actor	\N
tt0093646	4	nm2963810	actress	\N
tt0093646	5	nm0657722	director	\N
tt0093646	6	nm0382175	producer	producer
tt0093646	7	nm1531811	composer	\N
tt0093646	8	nm4615814	composer	\N
tt0093646	9	nm0386744	cinematographer	\N
tt0093989	10	nm8989506	actor	\N
tt0093989	1	nm1253795	actor	\N
tt0093989	2	nm8990093	actor	\N
tt0093989	3	nm2083556	actor	\N
tt0093989	4	nm3854432	actor	\N
tt0093989	5	nm0151653	director	\N
tt0093989	6	nm0482697	composer	\N
tt0093989	7	nm0155408	cinematographer	\N
tt0093989	8	nm1254456	actor	\N
tt0093989	9	nm0191280	actor	\N
tt0094004	10	nm0812424	actress	\N
tt0094004	1	nm0338715	actor	\N
tt0094004	2	nm0857163	actor	\N
tt0094004	3	nm0314789	actress	\N
tt0094004	4	nm0490270	actress	\N
tt0094004	5	nm0162717	director	\N
tt0094004	6	nm0332417	writer	\N
tt0094004	7	nm0689273	composer	\N
tt0094004	8	nm0510156	cinematographer	\N
tt0094004	9	nm0229302	actor	\N
tt0094376	10	nm0473322	actor	\N
tt0094376	1	nm0451195	actress	\N
tt0094376	2	nm0628747	actor	\N
tt0094376	3	nm0465020	actress	\N
tt0094376	4	nm0516316	actor	\N
tt0094376	5	nm0149216	director	\N
tt0094376	6	nm0504945	writer	\N
tt0094376	7	nm0948137	writer	\N
tt0094376	8	nm3575227	writer	\N
tt0094376	9	nm0793812	producer	producer
tt0094390	1	nm0803393	director	\N
tt0094609	10	nm0369483	cinematographer	\N
tt0094609	1	nm0484577	actress	\N
tt0094609	2	nm0486222	actor	\N
tt0094609	3	nm0644389	actor	\N
tt0094609	4	nm0912235	actress	\N
tt0094609	5	nm0834484	director	\N
tt0094609	6	nm0894132	director	\N
tt0094609	7	nm0765680	writer	writer
tt0094609	8	nm0060163	composer	\N
tt0094609	9	nm0627143	composer	\N
tt0094666	10	nm0523835	composer	\N
tt0094666	1	nm0001698	actor	\N
tt0094666	2	nm0382676	actor	\N
tt0094666	3	nm0000214	actress	\N
tt0094666	4	nm0503627	actor	\N
tt0094666	5	nm0165965	director	\N
tt0094666	6	nm0747047	writer	\N
tt0094666	7	nm5165310	writer	\N
tt0094666	8	nm0439263	producer	producer
tt0094666	9	nm0626618	producer	producer
tt0094688	10	nm9861436	production_designer	\N
tt0094688	1	nm0045557	actor	\N
tt0094688	2	nm0220338	actress	\N
tt0094688	3	nm0874820	actor	\N
tt0094688	4	nm0917601	actress	\N
tt0094688	5	nm0453993	director	\N
tt0094688	6	nm9861435	composer	\N
tt0094688	7	nm0632927	composer	\N
tt0094688	8	nm0459479	cinematographer	\N
tt0094688	9	nm0104593	editor	\N
tt0094808	10	nm0080514	editor	\N
tt0094808	1	nm0921201	actor	\N
tt0094808	2	nm0921202	actor	\N
tt0094808	3	nm0746931	actress	\N
tt0094808	4	nm0369613	actress	\N
tt0094808	5	nm0034776	director	\N
tt0094808	6	nm0399560	writer	\N
tt0094808	7	nm0871634	producer	producer
tt0094808	8	nm0486295	composer	\N
tt0094808	9	nm0374734	cinematographer	\N
tt0094841	10	nm0345410	composer	\N
tt0094841	1	nm0862026	actress	\N
tt0094841	2	nm0750874	actor	\N
tt0094841	3	nm0134073	actor	\N
tt0094841	4	nm0298553	actress	\N
tt0094841	5	nm0274659	director	\N
tt0094841	6	nm0079342	writer	\N
tt0094841	7	nm0547739	writer	\N
tt0094841	8	nm0131840	producer	producer
tt0094841	9	nm0738603	producer	producer
tt0094857	10	nm3450442	actor	\N
tt0094857	1	nm0008027	actor	\N
tt0094857	2	nm0155455	actress	\N
tt0094857	3	nm1357132	actor	\N
tt0094857	4	nm0156509	actor	\N
tt0094857	5	nm0436326	director	\N
tt0094857	6	nm2189141	writer	writer
tt0094857	7	nm2722913	producer	producer
tt0094857	8	nm0398871	composer	\N
tt0094857	9	nm0150995	editor	\N
tt0094874	10	nm1133247	editor	\N
tt0094874	1	nm0161165	actor	\N
tt0094874	2	nm0514961	actor	\N
tt0094874	3	nm2843375	actress	\N
tt0094874	4	nm4914110	actress	\N
tt0094874	5	nm0504945	writer	story
tt0094874	6	nm0906412	writer	story
tt0094874	7	nm4827892	producer	producer
tt0094874	8	nm0399077	composer	\N
tt0094874	9	nm0155624	cinematographer	\N
tt0094900	10	nm0452006	cinematographer	director of photography
tt0094900	1	nm0642198	actress	\N
tt0094900	2	nm0001233	actor	\N
tt0094900	3	nm0934750	actor	\N
tt0094900	4	nm0657676	actor	\N
tt0094900	5	nm0505415	director	\N
tt0094900	6	nm0165235	writer	"novel ""Clock and Bell"""
tt0094900	7	nm0489911	writer	screenplay
tt0094900	8	nm0556893	writer	screenplay
tt0094900	9	nm0024851	producer	producer
tt0094926	10	nm0820085	composer	\N
tt0094926	1	nm0662321	actor	\N
tt0094926	2	nm0722407	actress	\N
tt0094926	3	nm0485485	actor	\N
tt0094926	4	nm0792807	actor	\N
tt0094926	5	nm0868149	director	\N
tt0094926	6	nm0029482	writer	\N
tt0094926	7	nm10003119	producer	producer
tt0094926	8	nm0809306	producer	producer
tt0094926	9	nm0738755	composer	\N
tt0094997	10	nm0161962	cinematographer	\N
tt0094997	1	nm0357020	actor	\N
tt0094997	2	nm0716657	actress	\N
tt0094997	3	nm0758031	actor	\N
tt0094997	4	nm0257211	actress	\N
tt0094997	5	nm0002086	director	\N
tt0094997	6	nm0716701	writer	screenplay
tt0094997	7	nm0855193	writer	story
tt0094997	8	nm0816627	producer	producer
tt0094997	9	nm0188099	composer	\N
tt0095006	10	nm0872740	editor	\N
tt0095006	1	nm0064586	actress	\N
tt0095006	2	nm0101208	actor	\N
tt0095006	3	nm0193632	actress	\N
tt0095006	4	nm0122780	actor	\N
tt0095006	5	nm0560489	director	\N
tt0095006	6	nm0396215	writer	story
tt0095006	7	nm0750099	writer	\N
tt0095006	8	nm0434064	composer	\N
tt0095006	9	nm0005830	cinematographer	\N
tt0095095	10	nm0909079	editor	\N
tt0095095	1	nm0810342	actor	\N
tt0095095	2	nm1089443	actor	\N
tt0095095	3	nm0304395	actor	\N
tt0095095	4	nm0236846	actor	\N
tt0095095	5	nm0580726	director	\N
tt0095095	6	nm0201976	writer	\N
tt0095095	7	nm0160614	producer	producer
tt0095095	8	nm0327714	composer	\N
tt0095095	9	nm0901441	editor	\N
tt0095102	10	nm2237998	actor	\N
tt0095102	1	nm1110912	actor	\N
tt0095102	2	nm2682434	actor	\N
tt0095102	3	nm0473923	actor	\N
tt0095102	4	nm1062273	actor	\N
tt0095102	5	nm0461921	director	\N
tt0095102	6	nm11294013	writer	\N
tt0095102	7	nm0409682	writer	story
tt0095102	8	nm0492401	actress	\N
tt0095102	9	nm0518067	actor	\N
tt0095111	10	nm0618591	actress	\N
tt0095111	1	nm0952304	actor	\N
tt0095111	2	nm1507045	actress	\N
tt0095111	3	nm1193571	actor	\N
tt0095111	4	nm0264364	actor	\N
tt0095111	5	nm0246986	director	\N
tt0095111	6	nm1052596	actor	\N
tt0095111	7	nm0396069	actor	\N
tt0095111	8	nm1001360	actor	\N
tt0095111	9	nm0592804	actor	\N
tt0095147	1	nm0751133	director	\N
tt0095147	2	nm0832523	producer	producer
tt0095147	3	nm0052346	composer	\N
tt0095147	4	nm0366198	composer	\N
tt0095147	5	nm0492416	composer	\N
tt0095201	10	nm0139141	cinematographer	\N
tt0095201	1	nm0324067	actor	\N
tt0095201	2	nm0503201	actor	\N
tt0095201	3	nm0589026	actress	\N
tt0095201	4	nm0894061	actress	\N
tt0095201	5	nm0479561	director	\N
tt0095201	6	nm0698940	writer	writer
tt0095201	7	nm0094663	producer	producer
tt0095201	8	nm0376241	producer	producer
tt0095201	9	nm0488449	composer	\N
tt0095229	1	nm0414842	director	\N
tt0095229	2	nm1589697	director	\N
tt0095290	10	nm2836668	editor	\N
tt0095290	1	nm0960013	actress	\N
tt0095290	2	nm0401192	actress	\N
tt0095290	3	nm0497155	actress	\N
tt0095290	4	nm0156902	actress	\N
tt0095290	5	nm0523701	director	\N
tt0095290	6	nm3996252	writer	screenplay
tt0095290	7	nm2916996	producer	producer
tt0095290	8	nm1303171	composer	\N
tt0095290	9	nm1266013	cinematographer	\N
tt0095335	10	nm1679159	actor	\N
tt0095335	1	nm0438071	actor	\N
tt0095335	2	nm0401192	actress	\N
tt0095335	3	nm0526714	actor	\N
tt0095335	4	nm1249211	actress	\N
tt0095335	5	nm0266630	director	\N
tt0095335	6	nm0266636	writer	\N
tt0095335	7	nm0793930	composer	\N
tt0095335	8	nm1680675	cinematographer	\N
tt0095335	9	nm0972954	actress	\N
tt0095394	10	nm0623438	editor	\N
tt0095394	1	nm0181496	actor	\N
tt0095394	2	nm0749113	actress	\N
tt0095394	3	nm0587405	actor	\N
tt0095394	4	nm0246558	actress	\N
tt0095394	5	nm0482901	director	\N
tt0095394	6	nm9071850	writer	\N
tt0095394	7	nm3562914	producer	producer
tt0095394	8	nm0309838	composer	\N
tt0095394	9	nm0013800	cinematographer	\N
tt0095450	10	nm0156906	editor	\N
tt0095450	1	nm0504899	actor	\N
tt0095450	2	nm0762632	actor	\N
tt0095450	3	nm1789975	actress	\N
tt0095450	4	nm0150981	actor	\N
tt0095450	5	nm0948021	director	\N
tt0095450	6	nm0007139	director	\N
tt0095450	7	nm0155531	writer	novel
tt0095450	8	nm1967208	writer	novel
tt0095450	9	nm0498474	cinematographer	\N
tt0095469	1	nm0151827	actress	\N
tt0095469	2	nm0156875	actor	\N
tt0095469	3	nm0179532	actress	\N
tt0095469	4	nm0157805	actress	\N
tt0095469	5	nm0525475	director	\N
tt0095469	6	nm0762632	producer	producer
tt0095469	7	nm0516319	actor	\N
tt0095469	8	nm0628827	actor	\N
tt0095469	9	nm0838503	actress	\N
tt0095571	1	nm0026523	actor	\N
tt0095571	2	nm0036732	actor	\N
tt0095571	3	nm0532024	actor	\N
tt0095571	4	nm0340742	director	\N
tt0095571	5	nm0528508	producer	producer
tt0095571	6	nm0770765	composer	\N
tt0095571	7	nm0417284	editor	\N
tt0095661	1	nm0803446	actor	\N
tt0095661	2	nm0755652	actress	\N
tt0095661	3	nm0296594	actress	\N
tt0095661	4	nm0952010	actress	\N
tt0095661	5	nm0266862	director	\N
tt0095661	6	nm0076814	writer	\N
tt0095661	7	nm0799442	writer	novel
tt0095661	8	nm0006315	composer	\N
